StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94a,Q95a,Q159,Q96a,Q92,Q94b,Q95b,Q96b,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q111,Q112,Q113,Q114,Q115,Q117,Q118,Q119,Q157,Q158,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-21 12:01:31,2018-05-21 14:12:29,IP Address,,100,7858,True,2018-05-21 14:12:30,R_3nbX6s4MZxYs5AN,,,,,,,anonymous,HE,זכר,29,1,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,משלם לעובד מסויים לפי השעות שעבד כפול השכר השעתי שהוא מקבל,סך השעות שעבד,השכר השעתי שלו,"pay(hours, rate): this.bank_acount += hours*rate",FULL_TIME_HOURS,OVER_TIME_PAYMENT,,,,,,,lastRoomCheeseLocated,cheeseLocationHistory,maze,,,,,,,board,"adds X or O at the specific cell, according to the current player's turn (X or O) ",Tricky one. Probably it is just what the user meant as the specific row of the wanted cell ,Tricky one. Probably it is just what the user meant as the specific column of the wanted cell ,displayBoard() ,,,,,,,,,,,,,,,,size,מיון רשימת הקבצים לפי סדר אלפביתי,"תלוי.. יכול להיות שזה מטיפוס File, אולי זה Path אולי String, אולי בכלל Json...מה שכן, זו רשימה כלשהי המייצגת את כל הקבצים באוסף מסוים.","רשימה ממויינת של כל הקבצים שהועברו אליה, בסדר אלפביתי בסדר עולה",isSpaceAvailable(file) ,,,,,,"int totalAmountProductable(biscuits, iceCreams, papers) ",Returns the difference between the units selled with price price and the total cost spent,The number of ice-cream units sold,The total amount of money spent to produce all ice-creams,The price of a single ice-cream ,,,,,,,עולה למעלה/למטה בהפרש שבין הקומה הנוכחית לקומה שנבחרה,toFloor,fromFloor,numOfFloorsToGo,isDoorClosed,for floor in floors:    go_up(1),MAX_BENEFITS,BILLED_FOR_BENEFIT,benefitsGained,bool hasBenefits() ,,,,,Integer,"אם A ניצח 1-, אם B ניצח 1, 0 אחרת",אין מספיק מידע כדי שהתשובה תהיה חד משמעית. כנראה כדי לדלות מידע עבור המשחק האחרון ששוחק ביניהם וכדי לעדכן ניקוד,"אבן/נייר/מספריים,Object Player וכו'","[1,2,3,4,5,6] ",מגדילה/מקטינה אובייקט מטיפוס תמונה (כלשהו (ייתכן מטריצה)) בפקטור שבפרמטר,image.setWidth(image.getWidth()*factor),Unknown,
2018-05-21 13:41:41,2018-05-21 14:48:02,IP Address,,100,3981,True,2018-05-21 14:48:03,R_1d5YqOUJ8Fbv2Fo,,,,,,,anonymous,HE,זכר,30,,כן,דוקטורט ומעלה,1,,,,,,Yes,"GameDifficulty(grid_size, num_mines)",time,grid,revealing some place in the grid,"משלם עפ""י שכר לשעה וכמות השעות",כמות השעות,השכר לשעה,Imcome += hours * rate,Regular_rate,Increased_rate,,,,,,,,,,,,,Cheese_pos,Visited,labyrinth,,,,,,grid,"Put x/o inside (row, col) in the grid",The place inside the grid bottom-up,The place inside the grid right-left,Print_grid(),,,,,,,,,,,size,ממיינת את הקבצים בסדר אלפביתי,"הקבצים שרוצים למיין, מסוג מערך או כל מבנה נתונים אחר שמאגד הרבה אובייקטים מסוג קובץ","כלום ורק משנה את מבנה הנתונים, או שהיא מחזירה העתק של מבנה הנתונים אחרי המיון","isAvailable(file, size, disk)",,,,,,"Sandwich_quantity(chocolate, icecream, paper)",Computes profit of selling the sandwiches,Number of sandwiches,The cost of producing them,The price paid for them,"Gets the current floor and the required floor, and moves the elevator accordingly",location,destination,distance,door,"For each (0, FLOORS-1):    close_door()    go_up(1)    open_door()",,,,,,,,,,,MAX_PINUK,PINUK_PRICE,pinuks,"hasPinuk(recieved, used)",,,,,"[3,7,9]",מגדילה/מקטינה תמונה בפקטור מסויים,width *= factor,Unknown,
2018-05-21 14:44:14,2018-05-21 15:03:49,IP Address,,100,1174,True,2018-05-21 15:03:49,R_1Imbycdc987sjYD,,,,,,,anonymous,HE,זכר,31,10,כן,דוקטורט ומעלה,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picks the direction of the rotor and moves the elevator to the correct floor (how many floors up or down),Destination_floor,Current_floor,Number_of_floors,Door_state,Missing the following variables (list of pressed buttons and top floor) Sorted_pressed = sort(pressed_buttons)  While(sorted_pressed)  Call last function you wrote With pop(sorted_presses) and current_floor,,,,,,,,,,,,,,,Binary ,0/1,Current state of each player,0/1/2,,,,,
2018-05-21 15:00:14,2018-05-21 15:10:01,IP Address,,100,586,True,2018-05-21 15:10:01,R_1rqN7hKhDIsDSYY,,,,,,,anonymous,HE,זכר,31,13,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,"לדעתי הוא מחשב כמה לשלם לעובד ואחר כך משלם לו, כנראה ע""י זה שמפיל מסטיקים על ראשו.",כמה שעות עבד העובד.,מה הערך שכר השעתי הקבוע של העובד.,"def pay(hours, rate):     total_compensation = hours * rate     # Actually give the worker the money. We should also probably pass it to the function...",hours_in_full_time = 45,overtime_bonus=10,,,,,,,,,,,,,,,,,,,,,game_state,"I'd guess it places the current player's symbol in the cell at (row, col) and switches the active player. make_turn sounds meh in English, maybe 'play_turn' or 'make_move'",The row in which the player placed his symbol.,The column in which the player placed his symbol.,draw_state(game_state),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"תלוי בדוקומנטציה. אולי: [1, 2, 3, 4, 5, 6] (אם כי אז הייתי קורא לפונקציה concat).",הפונקציה משנה את התמונה כך שגודלה החדש יהיה גדול פי factor מגודלה הישן.,width *= factor,,
2018-05-21 14:57:44,2018-05-21 15:28:21,IP Address,,100,1836,True,2018-05-21 15:28:22,R_1oBhAcvnbap1JwX,,,,,,,anonymous,HE,זכר,27,6,כן,דוקטורט ומעלה,2,,,,,,Yes,"calc_difficulty(grid_size, num_mines)        return float",game_time,tile,"מקבלת מיקום על הלוח, ומציגה למשתמש מה הערך של הריבוע",,,,,,,,,,,,,cheese_location,visited,maze,,,,,,,,,,,,,,,,,,,,,,,,,,,size,מיון של רשימת קבצים לפי סדר אלפבתי,רשימה / מערך של קבצים (אובייקטים של המחלקה),"רשימה / ממערך מאותו הסוג, רק ממויין","is_file_enlarge_possible(file, enlarge, free_space)      returns bool",calc_num_units,"מחשב כמה ניתן להרוויח מלמכור כל יחידה במחיר הנתון, בהינתן שהיא עלתה cost נתון",כמה יחידות יש,כמה עולה להכין יחידה,בכמה מוכרים כל יחידה,,,,,,"מחשב האם צריך לרדת או לעלות, ומעלה / מוריד את המעלית את מספר הקומות בהתאם",requested_floor,current_floor,floors_to_move,is_door_open,טענתם שזה 10 דקות... אין לי זמן וכוח לכתוב עכשיו קוד,,,,,,,,,,,,,,,תלוי שפה. בפייתון כנראה int,"0, 1",לציין מה בחר שחקן A ומה בחר שחקן B,"תלוי שפה. כנראה שבפייתון strings שרשום בהם ""rock"", ""paper"", ""scissors",,משנה את גודל התמונה פי factor,self.width *= factor,,
2018-05-21 15:47:44,2018-05-21 16:15:00,IP Address,,100,1635,True,2018-05-21 16:15:00,R_3m4fVDjGfzzDdSr,,,,,,,anonymous,HE,נקבה,27,3,כן,תואר ראשון,4,כן,"int game_level(h,w, mines)",total_time,mines_matrix,"חושף על המסך את התוכן של mines_matrix[row,col]",,,,,,,,,,,,מחשב את המשכורת שיש לשלם לעובד בעל תעריף rate עבור hours שעות עבודה,מספר שעות העבודה,אם הכוונה לrate אז התעריף השעתי ,return hours*rate,FULL_TIME_CAPACITY,overtime_rate,cheese_loc,past_visits,mase,,,,,,,,,,,,cur_board,"הוספת הסימן המתאים לשחקן בקואורדינטה row, col בהתאם לחוקים.",לציין באיזו שורה נמצאת הקוביה שבה רוצה השחקן לסמן איקס או עיגול,לציין באיזה טור נמצאת הקוביה שבה רוצה השחקן לסמן איקס או עיגול,show_board(cur_board),,,,,,,,,,,,,,,,"materials(units) returns b, ic, w",חישוב ההפרש בין cost לprice עבור units.,מספר יחידות הקסטה,עלות החומרים עבור יחידת קסטה אחת,ההכנסה עבור יחידת קסטה.,,,,,,מעלה ומוריד את המעלית בהתאם למיקום המעלית הנוכחי והקומה המבוקשת,dest_floor,org_floor,diff_floors,door_open,for floor in range(MAX_FLOOR)  go_up(1) open_door() close_door(),,,,,,,MAX_BENEFITS_PER_MONTH,BILLING_SUM_FOR_BENEFIT,cur_benefits,"exists_valid_benefits(cur_benefits, used_benefits)",,,,,int,0/1,לציין מי השחקן הראשון ומי השני,int  0-2 ,"ככל הנראה [5,7,9]",מגדילה/מקטינה את התמונה בכפולות factor,im.width = value,,
2018-05-21 15:48:13,2018-05-21 16:18:27,IP Address,,100,1813,True,2018-05-21 16:18:27,R_2v0INqDPh1yVNt9,,,,,,,anonymous,HE,נקבה,30,5,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"public int getLevel(int width, int height, int numOfMines) ",timer,Slot,Expose the slot and see if it's a mine or not,,,,,,,,,,,,,,,,,,,,,,,,cheeseLocation,visitedCoordinates,labyrinth,boardCurrState,Allocates x or o on the board,Which row to put the x/o on,Which column number to put the x/o on ,List&lt;List&lt;string&gt;&gt; getBoard(),,,,,,,,,,,,,,,,fileSize,למיין את הקבצים לפי שם,אובייקט מסוג קובץ,רשימה של אובייקטים מסוג קובץ,"public boolean canIncreaseSize(file, int increaseBy, int available space)","public int productExpectedQuantity( int biscuits, double icecreamCups, double height, double wodth)",מחשב מה הרווח עבור כמות מסויימת של גלידות,כמה יחידות אפשר להפיק,כמה עולה להכין יחידה אחת של גלידה,בכמה מוכרים יחידה אחת של גלידה,,,,,,,,,,,,"מחליט אם לעלות או לרדת, כמה קומות צריך, ואז מבצע את תזוזת המעלית בהתאם",destinationFloor,currentFloor,numOfFloors,doorState,,MAX_MONTHLY_BENEFITS,ENTITLEMENTS_THRESHOLD,currentMonthEntitlement,"public boolean isEntitledToUse(int currentMonthEntitlement, int currentMonthUsage)",,,,,Same type as playerA/B,PlayerA or PlayerB,Provide to players to decide which player wins,Type - number or string. Possible values - unique identifier,"[1,2,3,4,5,6]",Chnges the sizeof the board (not the number of rows and coloumns),this.width = newWidth,,
2018-05-21 16:01:51,2018-05-21 16:52:40,IP Address,,100,3049,True,2018-05-21 16:52:41,R_3EYka49ZmnW93AZ,,,,,,,anonymous,HE,זכר,32,4,כן,תואר שני,2,,,,,,,,,,,,,,,,,transfers money to the employee.,define the the total number of hours the employee worked,"you meant rate, it defines how much money per work hour the employee gets",return hour*rate,BASE_RATE,hourly_rate,cheese_location,seen_locations,maze,,,,,,,,,,,,,,,,,Board,to try and place a marker of the board for the player whose turn it is,row of the board,column of the board,show(),_size,sorts the files in files according to their name member value and returns the sorted list (or sorts in place),"pass the reference to the list, the type is a list&lt;file&gt;","list&lt;file&gt;, returns a list of the files in files ordered by name(list of references to the objects)",increaseFileSize(file),,,,,,,,,,,"min(biscuits//2, floor(vanilla/0.5), (wrapping_paper_height//20) * (wrapping_paper_width//10))",return units*(price-cost),# of sandwiches sold,cost of the ingredients for a single sandwich,price for which a single sandwich is sold,,,,,,,goes up or down var3 floors,to_floor,from_floor,delta_floors,is_door_open,for i in range(TOTAL_FLOORS): 	go_up(1) 	open_door(True) 	open_door(False),,,,,MAX_PINUKIM,PAYMENT_PER_PINUK,available_customer_pinukim,return (available_customer_pinukim-customer_pinukim_used&gt;0) and customer_pinukim_used&lt;MAX_PINUKIM,boolean,"True, False",state of what hand each player played,"some representation of rock, paper scissor, should be an enum","[5,7,9]",resizes the image in both directions by the same factor,width/=factor,Unknown,
2018-05-21 16:42:20,2018-05-21 17:00:06,IP Address,,100,1066,True,2018-05-21 17:00:06,R_e9AaZJtoGRwmpnX,,,,,,,anonymous,HE,נקבה,26,4,כן,תואר שני,2,,,,,,Yes,"get_difficulty(grid_size, mines_num)",time,grid,"expose the number of the square in row, col",,,,,,,Calculate the worker's wage,How many hours the worker worked,What is the rate per hour,return hours *rate,required_work_hours,overtime_rate,,,,cheese_loc,visited_locs,maze,,,,,,,,,,,,,,board,to place item in a specific place on the board,the number of the row on the board,the number of the col on the board,get_board(size),,,,,,file_size,to sort the files by their names,a list of the names of the files or the files theirselves,a sorted list,"can_enlarge(file, factor, avail_place)",,,,,,"calculate_num_of_sandwiches(biscuit, ice_cream, paper)",calculate the profit from selling units of sandwiches,the number of sandwiches,the cost of making a sandwich,the price of selling a sandwich,,,,,,,,,,,,,max_benefits,shekel_per_benefit,entitled_benefits_per_month,"can_use_benefit(entitled_benefits_per_month, used_benefits)",,,,,Player objects,"playerA, playerB",to name the players,Player object,"[5,7,9[",resize something by a factor,image.width.resize(factor),Unknown,
2018-05-21 13:31:12,2018-05-21 17:15:47,IP Address,,100,13474,True,2018-05-21 17:15:47,R_3HHwYMQu4eEP6zq,,,,,,,anonymous,HE,זכר,31,2,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"gameLevel(size, numOfMines)",time,board,מציג למשתמש את המשבצת וחושף עוד תאים אם 0,,,,,,,,,,,,pays an employee its salary,hours worked,hourly rate,worker.pay(hours * rate) ,kFullTimeHours,kOvertimeWageIncrease,,,,objectiveLocation,visitedLocation,location,,,,,,,,,,,,,,,,,,,,,,,,size,למיין את הקבצים בתוך אובייקט הקלט,מערך או אובייקט שמכיל מערך שמחזיק קבצים,"כלום, משנה את הקלט.","canAddToFile(addSize, FreeSpace)",,,,,,"numIceCreamSandwich(uint numChocolateBiscuits, uint numVanillaIceCreamCups, size wrappingPaperSize)",units* (price-cost(,units sold,cost per unit,price per unit,goes up or down to the destination floor,destinationFloor,currentFloor,floorsToMove,isDoorOpened,for (int i=0; i&lt; kFloorCount; i++) isDoorOpened = NO goUp(1) isDoorOpened = YES,,,,,,,kMaxBenefits,kAmountPerBenefit,benefitsNumber,"entitledToBenefit(benefitsNumber, benefitsUsed)",,,,,אובייקט שחקן,אחד מהקלטים,להכיל את מידע השחקן יחד עם המהלך שלו,"אובייט שחקן, בתוכם המידע על המהלך, למידע מהלך שלושה ערכים אפשריים.","[1,2,3,4,5,6]",משנה גודל של תמונה,width = factor * width,Unknown,
2018-05-21 17:58:48,2018-05-21 18:06:45,IP Address,,100,477,True,2018-05-21 18:06:46,R_1Iad1Y8oMqzUNlR,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,Yes,"International  calc_dfficulty(size,num_of_mines",Time,Board,Expose mines at that coordinate,,,,,,,,,,,,,Cur_cheese_location,Visited,Maze,,,,,,,Current_board,Adds an x or a circle at that location.. shape is determend elsewhere ,Which row of the board to handle..,Which column to handle,Void display_board(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-21 17:41:11,2018-05-21 18:13:58,IP Address,,100,1967,True,2018-05-21 18:13:58,R_vYOxhNP8lD0NPYR,,,,,,,anonymous,HE,זכר,28,2,כן,תואר שני,1,,,,,,Yes,"difficulty(grid_size, num_mines(",game_time,game_map,מקבלת משבצת מסוימת וחושפת אותה לפי הכללים שתוארו לעיל,מחשב משכורת לפי שעות ומשכורת שעתית,כמה שעות עבודה,משכורת שעתית,return rate*hours,BASE_HOURS_PER_WEEK,extra_hours_bonus,,,,,,,cheese_location,visited_map,map,,,,,,,,,,,,,,,,,,,,,,size,sort files by their name as a key,the objects of files to sort. they are of type file. f,array of files,"can_increase(file, by, available_dosk_space(",,,,,,,,,,,,,,,,,,,,,,"בהנתן מיקום נוכחי וקומת מטרה, מבצע את הנסיעה",cur_pose,goal,num_floors_to_move,door_state,"DEFAULT_WAITING_TIME = 10 # secs  class Elevator(object):  def __init__(self, cur_pos=0 ):  self.cur_pos=cur_pos  Def go_to(self, goal, open_door=True, time_wait=DEFALUT_WAITING_TIME): // what stav implemented self.cur_pos=goal if self.open_door: open_door() time.sleep(door_waiting_time) close_door()  elevator = Elevator() for i in range(n): elevator.go_to(i) ",,,,,,,,,,,,,,מסדרת מחדש את המערך במימדים אחרים,img.width = factor.width,,
2018-05-21 18:10:59,2018-05-21 18:20:52,IP Address,,100,592,True,2018-05-21 18:20:52,R_2rl09guRbleWyjq,,,,,,,anonymous,HE,זכר,28,2,כן,תואר ראשון,4,,,,,,,,,,,מחשב תשלום לעובד לפי שכר וכמות שעות,סכום שעות העבודה של עובד,שכר שעתי של עובד,הגזמתם!,HOURLY_RATE,EXTRA_HOURS_RATE,,,,,,,dailyCheeseLoc,prevCheeseLocs,maze ,,,,,,,,,,,,,,,,,,,,,,,,,,,size,למיון הקבצים לפי סדר אנאלפבית ,"מחזיק את כל הקבצים, רשימה לצורך העניין",רשימה מעודכנת מאותו סוג של files,"checkDiskSpace(file, sizeToCheck, diskFreeSie)","ניצחתם, זה חופר מדי",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
