StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q33,Q156,Q35,Q40,Q41,Q42,Q52,Q49,Q50,Q51,Q53,Q82,Q83,Q160,Q94a,Q95a,Q159,Q94b,Q95b,Q96b,Q100,Q101,Q102,Q106,Q107,Q108,Q112,Q113,Q114,Q115,Q118,Q119,Q157,Q158,Q122,Q126,Q129,Q135,Q147,Q146,Q145,Q148,Q11,Q153,Q152,Q118 - Topics,Q31_2 - Topics
2018-05-24 22:58:23,2018-05-24 23:21:38,IP Address,,100,1394,True,2018-05-24 23:21:39,R_2xPPZUskhRIpZBo,,,,,,,anonymous,HE,נקבה,27,4,כן,תואר שני,1,כן,"מציג לשחקן את מה שבמשבצת במקום השורה,תור",,,,,,,,,,,"מבצע את התור לפי בקשת השחקן. בהינתן והתא בלוח פנוי הוא כותב על הלוח, אחרת מציג שגיאה לשחקן",מייצג את מספר השורה בלוח,מייצג את מספר התור בלוח,,,,,,,ממיין את במבנה נתונים לפי שמות הקבצים,רשימה של files,True אם זה הצליח למיין וFalse אם מסיבה כולשהי לא,,,,מחשב רווח לפי מספר הקסטות הנמכרות פחות כמה שהן עלו., מספר הקסטות,כמה קסטה אחת עולה,בכמה קסטה אחת נמכרת,,,,,,,,,,,,,,,,,
2018-05-25 00:16:41,2018-05-25 00:47:26,IP Address,,100,1845,True,2018-05-25 00:47:27,R_3PzvFr3aPqwGJJq,,,,,,,anonymous,HE,זכר,31,7,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,כן,"חושף את המשבצת במיקום הנתון, ומחזיר האם עלינו על מוקש (אמת) או לא (שקר).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מחליט האם על המעלית לעלות או לרדת, בכמה קומות, ומבצע את הפקודה הרלוונטית.",,,,,,"[5,7,9]","משנה את גודל התמונה (בפיקסלים) ביחס הנתון בשני המימדים (לדוג', עבור פקטור 1.4 מגדילה את התמונה ב-40%).",width = (int) (width * factor),,
2018-05-25 10:16:26,2018-05-25 10:17:27,IP Address,,100,61,True,2018-05-25 10:17:28,R_3CZpJmHx5jwo2GN,,,,,,,anonymous,HE,זכר,27,,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,Gets a list of files and sorts them out by using their name ,"The lists of files, it's type is a list/array","Nothing, the function modifys the input",,,,,,,,,,,,,,,,,,,,,,,,
2018-05-25 13:15:50,2018-05-25 14:24:41,IP Address,,100,4131,True,2018-05-25 14:24:42,R_27CqI0ytDdhW9jS,,,,,,,anonymous,HE,זכר,31,12,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,"מכיוון שלא קיים פרמטר איקס/עיגול, יש להניח שמדובר במתודה של אובייקט השחקן, כך שניתן לדעת על ידי זהות השחקן האם הוא איקס או עיגול. המתודה הזו אמורה לעשות כמה דברים:  1. לבדוק אם ניתן לסמן בלוח את הסימון החדש - אם לא (המשבצת תפוסה), להחזיר שגיאה.  2. לסמן את הסימון החדש במשבצת אם היא פנויה. 3. לבדוק אם יש נצחון לאחר הסימון החדש. ",לציין את השורה של המשבצת בה מתבצע הסימון החדש,לציין את העמודה של המשבצת בה מתבצע הסימון החדש,,,,נשמע אשכרה שמדובר כאן בטעות תרגום... מניח שמדובר ב-sort ולא ב-arrange (שהמשמעות שלו שונה). והיא מחזירה רשימה מסודרת של הקבצים לפי סדר אלפביתי.,"List של אובייקט File שמכיל Size,Name.",רשימת קבצים מסודרת לפי שם אלפביתי.,,,,מחזיר כמה רווח נקי יעשה אורי על מכירה של X פריטים.,את מספר הפריטים שנרצה לבדוק כמה רווח יהיה אם נמכור אותם,עלות ייצור פריט אחד,מחיר פריט אחד לצרכן,,,,,,,,,"הייתי מצפה שפונקציה על משחק אבן נייר ומספרים תהיה על סיבוב ספציפי של המשחק, והפרמטרים שלה יהיו הבחירות של כל אחד ולא השחקנים (מה זה אובייקט שחקן? השם והכתובת שלו?). לעניין השאלה, בתרחיש כמו שהצעתי הערך המוחזר צריך להיות id של השחקן שניצח.","id, שם, כל אובייקט השחקן... (פחות נכון לדעתי)",הפרמטרים הנוכחיים נראים לא שייכים למהות הפונקציה. לא מריצים את המשחק על השחקנים אלא על הבחירות שלהם במשחק. ,"בחירות במשחק יכולות להיות: אבן, נייר, מספרים. קלאסי לממש את זה עם enum, כמובן. ",,,,,
2018-05-21 23:23:38,2018-05-21 23:32:27,IP Address,,61,529,False,2018-05-25 19:26:44,R_1LG4DxAaJEwxNfB,,,,,,,anonymous,HE,נקבה,22,0,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,מחזירה את רשימת הקבצים כאשר הרשימה ממויינת לפי סדר אלפבתי של השמות,מערך של אובייקטים מסוג file (המכיל שם של קובץ וכתובת לזיכרון)  ,אותה רשימה כאשר יש כאן חשיבות לסדר,,,,,,,,,,,,,,,,,,,,,
2018-05-21 23:18:00,2018-05-21 23:20:44,IP Address,,46,163,False,2018-05-25 19:30:41,R_10o3GhNckfm5tH9,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Integer,Boolean,אובייקטים ,"Integer,String",,,,,
2018-05-21 22:18:26,2018-05-21 22:20:31,IP Address,,67,124,False,2018-05-25 19:32:11,R_1InRdjsbBsUYm86,,,,,,,anonymous,HE,נקבה,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מגדילה את התמונה פי פקטור,Img.width ×= factor,,
2018-05-21 22:03:03,2018-05-21 22:17:41,IP Address,,84,877,False,2018-05-25 19:33:42,R_OB693p8tAQVMAYV,,,,,,,anonymous,HE,זכר,29,12,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,Play the next player turn In the given position,Indicates the row in the game grid the current user choose to play,Indicates the column in the game grid the current user choose to play,,,,,,,,,,,,,,Calculate the profit given the number of units sold at the given price (per unit) taking Into account the cost for each unit ,Number of units sold ,The cost of single unit,The price of a single unit,,,,,הטיפוס של הפרמטרים,אחד מן הפרמטרים,לספק פרטים על שני השחקנים,"מחרוזות, אובייקט, מספר (אינדקס)",,,,,
2018-05-21 13:09:33,2018-05-23 09:07:06,IP Address,,19,158252,False,2018-05-25 19:34:03,R_1FeJwtbdEPoNFsC,,,,,,,anonymous,HE,זכר,28,4,כן,תואר שני,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,6,7]",,,,
2018-05-21 20:36:15,2018-05-21 21:22:37,IP Address,,71,2781,False,2018-05-25 19:34:23,R_23gbxwihAZANacz,,,,,,,anonymous,HE,זכר,27,8,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מקבל קומה נוכחית וקומת יעד, ומחשב האם צריך לעלות או לרדת (במידה והקומה הנוכחית והיעד שונות) ואם כן אז כמה קומות",:(for i in xrange(max_floor (go_up(1 ()open_door,bool,"1 או 0 במקרה של bool, או string של מזהה של השחקן שניצח, או שאין ערך חזרה ומעודכן בתוך הclass של השחקן אם הפסיד או ניצח","לייצג את הבחירה של השחקן (אבן, נייר או מספריים)","'- ערך מספרי שמייצג את הבחירה (אבן, נייר, מספריים) - או class שמייצג שחקן ובתוך יש משתנה שמייצג את הבחירה של השחקן (אבן, נייר, מספריים). - string שמייצג את הבחירה של השחקן",,,,,
2018-05-21 20:43:09,2018-05-21 20:56:38,IP Address,,74,808,False,2018-05-25 19:34:24,R_25u6TkFWJ6TjgPQ,,,,,,,anonymous,HE,זכר,17,1,כן,תואר ראשון,2,,,Yes,reveals the desired square in a specific row and column,משלם את השכר הדרוש לעובד,מייצג את כמות השעות שהעובד עבד,מייצג את השכר לשעה של העובד,"public void pay (hours, rate) {     salary = hours * rate;     addSalary(salary); }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 20:23:44,2018-05-21 20:24:40,IP Address,,50,55,False,2018-05-25 19:34:24,R_31GGCrtEDmUSlPZ,,,,,,,anonymous,HE,אחר,,,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,7,9",,,,
2018-05-21 18:21:18,2018-05-21 18:44:27,IP Address,,65,1389,False,2018-05-25 19:35:03,R_78K4JrU6J7NxdEl,,,,,,,anonymous,HE,זכר,28,5,כן,תואר שני,1,,,,,,,,,,,,,,,,,,,,,,sort the files in alphabetical order,the parameter is a container of the files an its probably an array,an array of the sorted files,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 19:33:57,2018-05-21 19:44:17,IP Address,,69,620,False,2018-05-25 19:35:27,R_2BaZNcwmT8PBaic,,,,,,,anonymous,HE,נקבה,22,5,כן,תואר ראשון,2,כן,חושף את הנקודה הנתונה ואת הערכים שמסביבה (כלומר לאחר בחירת הנקודה עי המשתמש),,,מחשב את המשכורת לפי מספר שעות וערך לשעה,מספר השעות שהעובד עבד,שכר לשעה," Pay(hours,rate) Return hours*rate;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ערך מתוך enum,"A,B, שויון",מצב במשחק של שחקן A ומצב במשחק של שחקן B,"Enums... אפשר לייצג ע""י ערכים - אבן נייר ומספריים ף, למשל עי ספרות",,,,,
2018-05-21 15:49:34,2018-05-21 19:40:51,IP Address,,15,13876,False,2018-05-25 19:35:28,R_3JfTWZzmBpXAtA8,,,,,,,anonymous,HE,זכר,34,14,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playerType,"reference (or pointer) to the winner player, on null in case of error",To get a play result,"Class of a player, probably with Play() method",,,,,
2018-05-21 19:20:54,2018-05-21 19:32:53,IP Address,,57,719,False,2018-05-25 19:35:29,R_1Fsa7kFUF9DrKTi,,,,,,,anonymous,HE,זכר,27,10,כן,תואר שני,1,,,Yes,לחשוף את מה שנמצא במיקום שמתקבל בתור פרמטר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט האם המעלית צריכה לעלות או לרדת,"for(int i=0, i",,,,,,,,,,,
2018-05-21 19:04:29,2018-05-21 19:06:24,IP Address,,60,114,False,2018-05-25 19:35:30,R_3I9vgzGybWhh2ml,,,,,,,anonymous,HE,זכר,29,5,כן,תואר שני,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שינוי בגודל התמונה לפי פקטור,Image.setWidth(newWidth(,,
2018-05-21 17:53:30,2018-05-21 18:36:48,IP Address,,94,2597,False,2018-05-25 19:35:32,R_yIq5A4wLPCvpPAR,,,,,,,anonymous,HE,זכר,26,2,כן,תואר ראשון,3,,,,,,,,,,,,,"Puts a mark in the (row,col) location",The row of the mark,The column of the mark,,,,,,,Sorts the files in a lexographic increasing order,The list of files to sort. Its an enumerable/list type of files or file names,"The new sorted list, or nothing and sorts in place",,,,Calculates profit from selling the number of units after buying at the given cost and selling at price,number of units sold,cost to make a unit,price for each unit,,,,,,,,,The type of playerA (and playerB),playerA or playerB,To give data about the player and his choice of action,"Rock, Paper Scissors",,,,,
2018-05-21 18:17:26,2018-05-21 18:19:05,IP Address,,60,98,False,2018-05-25 19:35:32,R_2dlOEWHqDKQWnUl,,,,,,,anonymous,HE,זכר,33,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-21 17:56:21,2018-05-21 18:05:21,IP Address,,87,539,False,2018-05-25 19:35:32,R_1JE0fQgf2TSQ2yr,,,,,,,anonymous,HE,זכר,28,2,כן,תואר שני,2,,,,,,,,,,,,,,,,,,,a player make his turn by indicating a row and a column,at what row does he choose to put X or a O,at what column does he choose to put X or a O,,,,,,,computes the predicted profit by selling some product,how many pieces of that product are we going to sell,how much did it cost to produce this product,at what price are we going to sell this product to the consumer,,,,,,,,,,,,,,,,,
2018-05-21 18:03:11,2018-05-21 18:05:15,IP Address,,66,124,False,2018-05-25 19:35:33,R_3Hkr46sbacYIAOm,,,,,,,anonymous,HE,זכר,25,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,לסימון מהלך על הלוח,שורה בלוח,טור בלוח,,,,,,,,,,,,,,,,,,,,,,,"5,7,9",,,,
2018-05-21 17:42:45,2018-05-21 17:44:43,IP Address,,62,118,False,2018-05-25 19:35:38,R_2YWAo39VtHdyaf2,,,,,,,anonymous,HE,נקבה,24,10,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,To make a move,Row number,Column number,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 16:08:14,2018-05-21 17:49:46,IP Address,,31,6092,False,2018-05-25 19:36:03,R_23dYmCbMJe3R8Kc,,,,,,,anonymous,HE,זכר,33,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-21 16:29:23,2018-05-21 16:37:19,IP Address,,36,475,False,2018-05-25 19:36:07,R_3hzk5CHIDnSI0DT,,,,,,,anonymous,HE,זכר,33,6,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחשב כמה צריך לעלות או לרדת לפי לחיצת הנוסע ומבצע את בקשתו,currentFloor=0 while going up is possible go_up(1) open_door(),,,,,,,,משנה את גודל התמונה על פי הפקטור שניתן. למשל אם הפקטור חצי התמונה תקטן פי שניים.,image.width *= factor,,
2018-05-21 15:50:36,2018-05-21 16:35:19,IP Address,,82,2682,False,2018-05-25 19:36:07,R_2QhvVA90KgiejIQ,,,,,,,anonymous,HE,נקבה,42,13,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,tells in which cell you mark your x or 0,The row 'coordination' of where to 'write' the x or o,The col 'coordination' of where to 'write' the x or o,,,,,,,,,,"מחשב את הרווח שישיג בהכנת units יחידות, שעלות יצורן יהיה cost  והן ימחרו כל אחת במחיר price",את מספר היחידות שימכרו,עלות היצור של יחידות אלו,המחיר ליחידה,,,,,,,מחשב את הכיוון אליו המעלית צריכה לנוע למעלה או למטה,  ,בוליאני,0 או 1 (האם הראשון מנצח או השני),"הפרמטרים ייצגו מה כל שחקן בחר (אבן , נייר או מספריים)","מחרוזת (אבן, נייר, או מספריים) או INT (ולדוגמא 1 זה אבל, 2 נייר ו-3 מספריים)","[5,7,9]",מכפילה את גודל התמונה בהתאם לפקטור,width   = width * factor,,
2018-05-21 15:59:11,2018-05-21 16:04:47,IP Address,,24,335,False,2018-05-25 19:36:08,R_31L7NiaWIfYDHiY,,,,,,,anonymous,HE,זכר,31,3,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(price-cost) *units,Psa,Psa,Psa,,,,,,,,,,,,,
2018-05-21 13:44:38,2018-05-21 13:48:26,IP Address,,25,227,False,2018-05-25 19:36:27,R_3dM9OTF9G1Gr9B9,,,,,,,anonymous,HE,נקבה,26,4,כן,תואר שני,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 16:19:49,2018-05-21 16:31:28,IP Address,,35,698,False,2018-05-25 19:36:36,R_1FyanD2Rwn0Eu58,,,,,,,anonymous,HE,נקבה,33,13,כן,דוקטורט ומעלה,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מזיז את המעלית מהקומה שבה היא נמצאת (var2) לקומה שאליה היא צריכה לנוע (var1),for floors = 0:top_floor { go_up(1) open_door() },,,,,"[5,7,9]",משנה את רזולוצית התמונה פי factor (מL פיקסלים למימד לL*factor),width = width*factor,,
2018-05-21 16:16:14,2018-05-21 16:21:54,IP Address,,27,339,False,2018-05-25 19:36:36,R_A5SH6H7D7RftCSd,,,,,,,anonymous,HE,זכר,29,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"משנה את גודל התמונה ע""פ factor מספרי מסוים",myPict.width = resize(factor),,
2018-05-21 16:16:33,2018-05-21 16:30:03,IP Address,,48,809,False,2018-05-25 19:36:37,R_21hWL9FMXqIhyzG,,,,,,,anonymous,HE,נקבה,39,17,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,Marks either an x or a y at the designated position ,y position,x position,,,,,,,,,,,,,,,,,,Go up/down the correct number of floors to reach the destination floor,i=0 while i &lt; numFloors (go_up(1 ()openDoor  ,,,,,,,,changes the dimensions of the picture,width = width * aspectRatio,,
2018-05-21 15:48:04,2018-05-21 16:02:19,IP Address,,52,854,False,2018-05-25 19:36:37,R_3QPs77p0TLy2aYH,,,,,,,anonymous,HE,נקבה,31,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,להוסיף איקס או עיגול ללוח עבור שחקן,להגיד באיזו שורה לשים את הסימן,באיזו עמודה לשים את הסימן,,,,,,,,,,,,,,,,,אומר למעלית לאן להגיע,,Player )object),A or B,להחזיק את הערך (אבן נייר או מספרים) ואת הפרטים של השחקן,אובייקט מסוג שחקן או enum של סטרינג,,,,,
2018-05-21 15:44:50,2018-05-21 15:53:59,IP Address,,87,549,False,2018-05-25 19:36:39,R_u9qkxmWl1L12cdH,,,,,,,anonymous,HE,זכר,30,11,כן,דוקטורט ומעלה,2,,,Yes,,,,,,,,,,,,,"place X/O in (row,col) (should get whos turn?)",row,col,,,,,,,,,,units*(price-cost),units,cost,price,,,,,,,,,int,"1,2","אבן, נייר, מספרים","int 1,2,3","[5,7,9]",משנה גודל תמונה פי קבוע,width = width*factor ,,
2018-05-21 15:37:27,2018-05-21 15:41:46,IP Address,,38,258,False,2018-05-25 19:36:39,R_10NHt5ilPa8CJnR,,,,,,,anonymous,HE,נקבה,34,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,משלם לעובד שכר לפי התעריף ומספר השעות,מספר השעות שעבד,תעריף שעתי,// input checks Salary += rate*hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21 15:06:35,2018-05-21 15:22:30,IP Address,,79,955,False,2018-05-25 19:36:39,R_2qluTN6cgLl1SYk,,,,,,,anonymous,HE,זכר,34,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,הצבת איקס/עיגול במשבצת,ציון שורת המשבצת,ציון עמודת המשבצת,,,,,,,,,,,units*(price-cost),number of units sold,cost per unit,price per unit,,,עולה/יורד לקומה המבוקשת,,,,,,"5,7,9",משנה את גודל התמונה,width=width*factor,,
2018-05-21 11:30:41,2018-05-21 11:47:19,IP Address,,69,997,False,2018-05-25 19:36:40,R_USIlnbEpZCtmNPz,,,,,,,anonymous,HE,זכר,27,5,כן,תואר שני,1,,,Yes,Dont know,"מחשבמאת השכר שמגיע לעובד שעבד איקס שעות לפי הדירוג שכר, כולל תשלומי פנסיה שעות נסופות בחודש וכאלה","אינט, סכ שעות","דירוג שכר, כמו באינטל",return hours*rate+self._additiins,,,,,,,,,,,,,,,,,מיון,"פוינטר, מערך של אובייקטים שמייצגים את הקבצים ",כלום,,,,,מחזירה את הרווח השולי,מס הביסקוויטים,עלות ייצור לביסקוויט,מחיר מתומחר לביסקוויט,,,,,,,,,"[5,7,9]",,,,
2018-05-26 03:35:37,2018-05-26 04:11:23,IP Address,,100,2145,True,2018-05-26 04:11:23,R_1d3LaF8f9tqlrVv,,,,,,,anonymous,HE,זכר,25,2,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,Calculating how much a worker should be paid,How many hours the worker has worked,A function that returns the amount to be paid,return hours*rate,,,,Placing the player's move in the requested cell,Passing the Y-axis coordinate for the wanted cell,Passing the X-axis coordinate for the wanted cell,,,,,,,Sort the file list by an alphabetical order,"Passing all the existing files, a list","A list, where the objects in it are now arranged by their name field","Returns how much profit will be made, given the number of units, the cost to make each unit and the selling price of each unit",How many icecream sanwiches are available or how many were sold,How much money it cost to make each unit,The selling price for each unit,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-26 15:53:20,2018-05-26 18:08:57,IP Address,,100,8137,True,2018-05-26 18:08:57,R_2a9aR0cxA3I0YG1,,,,,,,anonymous,HE,זכר,31,10,כן,תואר שני,2,,,Yes,"מחזירה את אוסף כל הצמדים {קואורדינטות הנקודה, ערך הנקודה במטריצה} אשר הערך שלהם שונה מ 0 והם מגדרים את הנקודה מהקלט.",,,,,,,,,"מסמנת את האות של השחקן במיקום המבוקש, ובודקת האם יש ניצחון.",מציין שורה בלוח.,מציין עמודה בלוח.,,,,,,,,,,,,,מחשב את הרווח שניתן להשיג עבור מחירת units קסטות בהנתן עלות הכנה ומחיר ליחידה.,כמות קסטות,עלות הכנת קסטה אחת.,רווח של מכירת קסטה אחת.,,,,,,,,,,,,,"[5,7,9]",,,,
2018-05-26 18:05:27,2018-05-26 18:22:20,IP Address,,100,1013,True,2018-05-26 18:22:21,R_Y4GpwhjYI6nRII1,,,,,,,anonymous,HE,זכר,26,4,כן,תואר שני,0,,,Yes,"חושפת את הריבוע בשורה ה-row והעמודה ה-col, מעדכנת את ה-grid בהתאם ומחזירה אם השחקן הפסיד או לא.",,,,,,,,,,,,,,,"בודקת אם ניתן לשים X או O (בהתאם לתור השחקן), אם כן, היא שמה, אם לא מחזירה ""לא ניתן""",השורה בלוח לשים X או O,העמודה בלוח לשים X או O,,,,ממיינת את הקבצים הנתונים לפי שם בסדר אלפביתי,מערך של אובייקטים מסוג קובץ במערכת,"את אותו מערך, אך ממויין","נישב את הרווח שאורי ירוויח אם יכין את כמות הקסטות המצויינת ב-units שמחיר ההכנה של כל אחת מהן הוא cost, ולאחר ההכנה ימכור כל אחת מהן במחיר price",כמות הקסטות שאורי ימכור,המחיר להכנה של כל קסטה,המחיר שאורי ימכור כל קסטה,,,,,,,,,int,0 ו-1,לייצג את בחירת השחקנים,"int, למשל 0-אבן, 1-נייר, 2-מספריים",,,,,
2018-05-26 19:30:29,2018-05-26 19:57:19,IP Address,,100,1610,True,2018-05-26 19:57:20,R_2w6UMzCkvFtCg6y,,,,,,,anonymous,HE,נקבה,28,10,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,Yes,"shows the number(or the mine) in the grid in row ""row"" and col ""col""",,,,,,,,,,,,,,,,,,,,,,,,calculate the net profit of all the units we had made,how many units we made/are planning to make/can make,what is the cost of making the units (either for each unit or for all units together),what is the price in which we are selling a unit,,,,,move the elevator to the desirable floor,while(!top_floor): open_doors() close_doors() go_up(1)  //top floor open_doors(),,,int,"-1, 0, 1","Either the value of the choice of each player, or the actual player class","Either one of the values in an Enum representing the options of choices, or a class with a player (for example name, choice, num of wins so far,...)","[1,2,3,4,5,6]",,,,
2018-05-25 22:25:07,2018-05-25 22:31:24,IP Address,,65,377,False,2018-05-26 21:33:07,R_2aOx1eHhwsBF9PZ,,,,,,,anonymous,HE,זכר,35,9,שנות ניסיון בתכנות (כולל צבא אם רלוונטי),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 09:47:17,2018-05-27 10:03:23,IP Address,,100,965,True,2018-05-27 10:03:23,R_2sYZCAVitLM77cI,,,,,,,anonymous,HE,זכר,21,4,כן,תואר ראשון,3,,,Yes,חושף את הפצצה ומסיים את המשחק אם נגמר אחרת פותח את הקוביות כמו שעושים במשחק,,,,,,,,,The program has a global var for the current player. And so it puts the current player at row row and column col,The row for putting the player,The col for putting the player,,,,,,,,,,,,,,,,,,,,,,,בודק אם הקומה שהוכנסה גבוה או נמוכה מהנוכחית. אם נמוכה מוצאת את ההפרש( חיובי) ויורדת את כמות הקומות האלו. אותו דבר ללמעלה ,While currentlevel not toplevel: Go_up(1) Opendoor)( Closedoot)(,Int,"0,1",מי ניצח 0 הראשון 1 השני,Int. 0 או 1,"[5,7,9] ",מגדיל את התמונה. כפול המשתנה.,Set width(width) ,,
2018-05-27 09:54:42,2018-05-27 10:14:03,IP Address,,100,1160,True,2018-05-27 10:14:03,R_OjK5YYbf4edwx5n,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,כן,חושפת לשחקן את המשבצת הנתונה (בהתאם לאופן שבו הלוח משתנה כששחקן לוחץ פעמיים על משבצת במשחק),,,,,,,,,,,,,,,,,,,,,,,להחזיר את הרשימה של הfiles ממוינת לפי השם מקטן לגדול,זה מבנה נתונים שמחזיק אובייקטים שמייצגים קבצים במערכת.,או מבנה נתונים מאותו סוג או שהיא מחזירה כלום (והסידור מתבצע במקום),,,,,calculates the profit for making number of units of sandwiches where the cost and price of a single sandwich is as given.,the number of sandwiches that will be made,the cost of a single sandwich,the price of a single sandwich,takes the current floor and the destination floor and decides how many floors to go up or down.,for floor in range(num_floors): go_up(1) door.open() wait(DOOR_OPENED_DELAY) door.close(),,,int,0-2,אומרים מה בחר כל שחקן,"enum שמקבל שלושה ערכים (אבן, נייר ומספריים)",,מגדילה או מקטינה תמונה לפי הפקטור שהיא מקבלת.,self.width = self.width * factor,,
2018-05-27 09:45:42,2018-05-27 10:18:16,IP Address,,100,1954,True,2018-05-27 10:18:16,R_110XQy4Wwipu3ac,,,,,,,anonymous,HE,זכר,26,4,כן,תואר ראשון,4,,,Yes,Reveal the cell in the row and column position ,,,,,,,,,It paints X or O in the right position ,The row that the player picked,The column that the player picked,,,,,,,,,,Arranges the files in the parameter by their names ,Array of files to sort,One of the above: void or list,,,,,What the profit of all the units,How many units of ice cream he have,What is the production cost,The price hr sells every unit,,,בודק האם צריך לעלות או לרדת ובכמה ומפעיל את המעלית בכיוון הנדרש,for _ in floors.len():go_up(1);open_door(),,,,,,Resize the image by the factor,image.set_width(width),,
2018-05-27 10:49:01,2018-05-27 11:04:48,IP Address,,100,947,True,2018-05-27 11:04:48,R_1jPRmIXlIbJi7qR,,,,,,,anonymous,HE,זכר,29,,כן,תואר שני,4,כן,חושף משבצת בלוח,,,,,,,,,,,,,,,,,,,,,,,,,,"מחשב את הרווח הפוטנציאלי ממכירת קסטות בהנתן עלות ייצור, מחיר ומס' יחידות",מס' קסטות,מחיר ייצור,מחיר מכירה ,,,,,"מחליט אם לעלות או לרדת, בהנתן לחיצה על כפתור במעלית","for floor in range 0, maxfloor:     direction = ""Up""        go_up(1)     open_door() ",,,enum של השחקנים,"PlayerA, PlayerB",להעביר את המהלך של כל שחקן,"enum של המהלכים האפשריים - אבן, נייר או מספריים","] 5,7,9[",משנה את גודל הלוח בגורם כפלי נתון ,width = (int) width * factor,,
